Longitude,Latitude,MedianIncome,AvgRoom,PopulationPerHousehold,MedianHouseValue,PredictedPrice,ROI,HouseAge
-117.13,32.75,2.2264,3.886128364389234,1.8592132505175984,112500.0,143142.0,27.237333333333336,24.0
-123.19,39.12,2.3125,4.45,3.2666666666666666,70000.0,113383.0,61.97571428571429,38.0
-116.88,33.74,1.5982,6.124015748031496,1.968503937007874,140000.0,113580.03,-18.871407142857144,20.0
-117.31,33.16,5.6605,6.064056939501779,2.7793594306049823,224400.0,251327.0,11.999554367201426,17.0
-120.08,36.34,2.1153,4.280898876404494,5.702247191011236,112500.0,56731.0,-49.57244444444445,18.0
-118.19,33.78,1.5844,3.6061269146608317,1.9649890590809629,162500.0,175896.02,8.243704615384608,31.0
-118.45,33.99,4.1861,4.1735537190082646,2.3677685950413223,363200.0,325800.0,-10.297356828193832,52.0
-118.4,33.93,4.7319,4.926666666666667,2.2222222222222223,376100.0,372372.12,-0.991193831427813,35.0
-117.38,34.13,2.1856,5.0418250950570345,2.7452471482889735,107800.0,93492.0,-13.272727272727272,23.0
-117.99,34.15,3.1304,4.181208053691275,3.273489932885906,185600.0,182148.0,-1.8599137931034484,44.0
-118.17,34.02,1.7813,3.762376237623762,4.792079207920792,145000.0,127945.0,-11.762068965517242,34.0
-121.1,35.6,3.2112,6.517307692307693,2.5173076923076922,204500.0,219128.0,7.153056234718827,20.0
-118.37,33.84,6.7105,5.421052631578948,2.5356037151702786,339000.0,410792.12,21.177616519174038,32.0
-122.47,37.72,3.0,4.687096774193549,2.6354838709677417,246700.0,254838.01,3.298747466558577,46.0
-118.28,34.1,3.0958,4.034246575342466,2.4337899543378994,210900.0,228294.0,8.2475106685633,49.0
-118.44,34.24,3.725,5.87468671679198,3.837092731829574,178200.0,177005.0,-0.6705948372615039,35.0
-119.78,34.44,4.835,5.941908713692946,2.8298755186721993,353400.0,276799.03,-21.675430107526875,28.0
-118.34,33.98,3.7067,4.843283582089552,3.970149253731343,136600.0,161919.0,18.535139092240115,45.0
-117.92,33.65,3.4417,3.0872641509433962,3.1367924528301887,182500.0,208985.99,14.512871232876707,15.0
-118.44,34.2,2.7375,4.870036101083032,2.7870036101083033,234900.0,224775.0,-4.310344827586207,36.0
-122.66,38.47,3.7617,5.818652849740933,2.6813471502590676,172600.0,194392.0,12.625724217844727,23.0
-121.14,40.29,1.6875,11.30232558139535,2.2325581395348837,111500.0,83556.99,-25.060995515695062,17.0
-118.07,33.89,4.537,5.126126126126126,4.342342342342342,185300.0,177540.0,-4.187803561791689,29.0
-118.25,33.99,1.5272,4.614583333333333,4.279166666666667,100300.0,98792.0,-1.5034895314057826,41.0
-122.54,37.62,4.4286,5.830708661417323,2.940944881889764,262100.0,256200.0,-2.2510492178557806,35.0
-118.39,33.87,7.521,5.804920913884007,2.335676625659051,340400.0,411811.41,20.978675088131602,19.0
-121.81,37.38,12.3292,7.916666666666667,3.388888888888889,416700.0,499722.99,19.92392368610511,29.0
-122.36,37.96,1.5347,4.987068965517241,4.120689655172414,80400.0,96446.0,19.95771144278607,31.0
-121.99,37.34,3.9625,4.01878453038674,2.4850828729281766,262900.0,258405.0,-1.709775580068467,26.0
-122.49,37.76,3.5302,5.586056644880174,2.3790849673202614,329600.0,335604.04,1.8216140776698964,52.0
-120.92,37.65,1.3696,3.9147286821705425,1.2635658914728682,275000.0,183246.03,-33.365080000000006,23.0
-118.84,34.11,5.8788,7.780310880829015,2.5740932642487047,500001.0,337018.09,-32.59651680696638,12.0
-118.41,34.03,3.6019,3.6911392405063292,1.8270042194092826,463600.0,311722.08,-32.76055220017256,20.0
-117.74,34.06,2.8983,4.4489051094890515,2.7518248175182483,129200.0,143656.0,11.188854489164086,48.0
-118.03,33.81,5.7089,6.694290976058932,3.276243093922652,237400.0,251828.0,6.077506318449873,26.0
-118.29,34.08,1.925,2.3435582822085887,3.0061349693251533,300000.0,233805.0,-22.065,43.0
-118.28,34.24,5.6184,5.885416666666667,2.6788194444444446,316900.0,304432.03,-3.9343546860208183,29.0
-118.13,34.2,4.9312,6.052380952380952,2.7285714285714286,240200.0,271071.02,12.852214820982521,46.0
-122.07,37.92,4.4312,5.6608187134502925,2.3815789473684212,225000.0,234130.0,4.057777777777778,26.0
-117.25,32.74,2.8007,4.244660194174758,1.850485436893204,257100.0,263215.0,2.3784519642162585,40.0
-118.29,34.1,2.9417,4.0817843866171,2.1654275092936803,254200.0,243728.02,-4.1195830055074785,39.0
-122.44,37.8,5.2539,4.965337954939342,1.783362218370884,500001.0,490616.87,-1.876822246355508,52.0
-118.37,34.16,3.6128,3.8323529411764707,2.0191176470588235,225000.0,206229.0,-8.342666666666666,10.0
-118.39,33.86,5.687,5.4027459954233406,2.0938215102974826,392400.0,475518.73,21.18214322120285,34.0
-119.86,36.8,2.5595,5.44206008583691,2.5665236051502145,67900.0,83170.0,22.48895434462445,18.0
-118.18,34.63,4.1573,6.162629757785467,2.9013840830449826,228100.0,175337.0,-23.13152126260412,19.0
-118.2,34.03,1.925,4.012422360248447,3.5714285714285716,135200.0,149004.0,10.210059171597633,41.0
-122.41,37.8,2.8229,3.6897590361445785,2.1310240963855422,375000.0,358406.14,-4.425029333333329,52.0
-122.42,37.8,4.5913,3.9833984375,1.431640625,500001.0,477152.65,-4.569660860678274,52.0
-115.98,33.32,1.4688,10.0,2.625,53800.0,86738.01,61.22306691449813,8.0
-118.15,33.88,2.52,4.088888888888889,2.597101449275362,146000.0,174493.0,19.515753424657532,24.0
-118.13,34.18,6.4223,6.340163934426229,2.682377049180328,310900.0,360908.08,16.084940495336124,52.0
-118.19,34.06,2.5132,4.94017094017094,3.2279202279202277,163100.0,176118.0,7.9816063764561616,44.0
-122.11,37.7,2.4206,3.7196132596685083,2.4378453038674035,137500.0,179618.0,30.63127272727273,19.0
-117.27,33.68,5.3238,7.831597738768224,2.784885450758703,228900.0,263074.01,14.92966797728266,8.0
-122.15,37.45,6.767,6.454268292682927,2.2378048780487805,500001.0,455456.41,-8.90890018219964,52.0
-117.9,34.09,4.125,5.87218045112782,3.101503759398496,220800.0,199912.0,-9.460144927536232,34.0
-118.41,34.0,3.191,4.034090909090909,4.247727272727273,271200.0,158402.0,-41.592182890855455,30.0
-118.43,37.4,4.1576,5.788235294117647,2.8823529411764706,141500.0,123059.0,-13.032508833922263,19.0
-119.11,36.29,2.6065,5.534883720930233,2.8538205980066444,93800.0,80996.0,-13.650319829424307,18.0
-116.9,33.65,2.1071,6.721649484536083,2.556701030927835,93800.0,122421.0,30.51279317697228,15.0
-118.5,34.19,5.0796,6.112359550561798,2.602247191011236,228300.0,278887.0,22.158125273762593,35.0
-118.23,33.94,2.1607,4.144486692015209,5.091254752851711,97600.0,98922.0,1.3545081967213113,35.0
-117.99,33.89,4.5033,5.258097165991903,2.5698380566801617,160500.0,229965.0,43.280373831775705,21.0
-117.61,34.08,4.7147,5.251482799525504,2.8469750889679717,158700.0,187344.0,18.04914933837429,12.0
-117.92,33.78,3.4837,4.672316384180791,3.0084745762711864,186500.0,188592.0,1.1217158176943698,35.0
-117.44,33.93,4.6327,5.552816901408451,3.0985915492957745,116000.0,148006.0,27.591379310344827,34.0
-117.86,33.75,3.5972,2.6699029126213594,5.378640776699029,158000.0,146791.0,-7.0943037974683545,39.0
-118.1,33.82,5.2713,5.884146341463414,2.7896341463414633,244400.0,242793.01,-0.6575245499181631,36.0
-118.11,33.83,4.2703,5.966555183946488,3.2240802675585285,220900.0,203277.0,-7.977818017202354,36.0
-122.26,37.84,2.6736,4.0,1.9827586206896552,191300.0,240928.01,25.942503920543654,52.0
-122.2,37.47,3.1989,3.943820224719101,3.5168539325842696,320800.0,209430.0,-34.71633416458853,37.0
-121.84,39.76,2.3155,4.29014598540146,2.2171532846715327,102300.0,95657.0,-6.49364613880743,14.0
-117.08,32.7,2.4135,5.364795918367347,3.2627551020408165,97000.0,120870.0,24.608247422680414,36.0
-118.3,34.0,3.05,5.445378151260504,3.5840336134453783,111600.0,134215.0,20.264336917562726,52.0
-116.76,32.84,3.1196,5.306089743589744,2.6073717948717947,187200.0,159289.0,-14.909722222222221,16.0
-121.27,38.12,2.5587,4.738853503184713,3.089171974522293,87800.0,87713.0,-0.0990888382687927,37.0
-117.93,33.76,4.05,4.471317829457364,4.051162790697674,177900.0,189397.0,6.4626194491287245,21.0
-119.26,34.27,4.0069,4.5,1.9313725490196079,214300.0,333086.03,55.4297853476435,42.0
-117.87,34.06,10.1248,7.545454545454546,3.1508264462809916,428500.0,497300.81,16.056198366394398,25.0
-118.13,33.84,3.5465,4.482861400894188,2.360655737704918,213200.0,229220.0,7.514071294559099,35.0
-118.27,34.46,4.7437,5.902702702702703,3.0243243243243243,294000.0,212358.0,-27.76938775510204,10.0
-122.23,37.8,1.9375,4.209677419354839,2.6236559139784945,126600.0,126471.0,-0.1018957345971564,52.0
-118.17,34.05,3.375,4.352941176470588,4.520361990950226,126000.0,154340.0,22.49206349206349,39.0
-121.43,37.73,2.9955,4.427835051546392,3.381443298969072,134700.0,117887.0,-12.48181143281366,40.0
-117.24,32.74,4.0268,5.657718120805369,2.389261744966443,298600.0,256313.99,-14.161423308774282,44.0
-122.74,38.83,3.3531,8.551136363636363,2.9431818181818183,90800.0,144089.0,58.68832599118943,12.0
-115.51,33.12,2.101,4.413793103448276,3.836206896551724,46700.0,60774.0,30.137044967880083,21.0
-121.9,37.28,5.3922,6.362758620689656,2.8275862068965516,302900.0,300599.0,-0.759656652360515,34.0
-118.16,34.68,2.5902,4.307913669064749,2.260431654676259,85400.0,135628.0,58.81498829039813,17.0
-118.3,33.98,1.6611,4.975247524752476,2.99009900990099,95800.0,113017.0,17.971816283924845,48.0
-118.36,33.99,4.6406,5.508241758241758,2.4972527472527473,268900.0,292037.01,8.604317590182227,45.0
-122.18,39.55,3.25,5.979674796747967,2.7357723577235773,81600.0,99745.0,22.236519607843135,28.0
-124.3,41.8,1.9797,5.589958158995816,2.715481171548117,85800.0,72698.0,-15.270396270396269,19.0
-118.19,33.95,2.3882,3.786697247706422,3.5756880733944953,148100.0,156684.0,5.796083727211344,42.0
-118.21,34.07,1.9375,2.7925696594427243,4.061919504643963,168800.0,155566.0,-7.840047393364929,42.0
-117.81,33.68,5.1583,4.83743842364532,2.248768472906404,192200.0,220024.01,14.476592091571286,8.0
-121.88,38.03,2.0,5.303030303030303,3.1385281385281387,101400.0,96453.0,-4.878698224852071,52.0
-116.93,32.79,3.0192,4.9178885630498534,2.8563049853372435,142300.0,144185.0,1.3246661981728742,19.0
-117.1,32.68,1.7802,3.7285714285714286,3.5821428571428573,97800.0,92153.0,-5.774028629856851,47.0
-118.49,34.24,6.0965,6.420195439739413,2.986970684039088,262300.0,306384.0,16.80670987418986,34.0
-118.39,37.37,1.8325,4.279220779220779,1.9181818181818182,105800.0,103879.0,-1.8156899810964084,25.0
-117.92,33.77,3.522,4.065241844769404,3.6917885264341956,190300.0,177334.0,-6.813452443510247,28.0
-118.31,34.09,1.5195,2.3997539975399755,3.075030750307503,218200.0,231704.0,6.188817598533455,42.0
-121.53,39.19,2.5495,5.445026178010472,2.832460732984293,98300.0,82842.0,-15.725330620549338,27.0
-118.34,34.16,3.692,5.67479674796748,2.4715447154471546,244500.0,262282.01,7.272805725971374,46.0
-121.59,39.14,1.684,4.2266288951841355,2.2776203966005664,71300.0,74882.0,5.023842917251052,41.0
-118.38,33.87,5.8518,5.751807228915663,2.4289156626506023,337900.0,362725.06,7.346865936667653,23.0
-118.26,34.01,1.4653,3.383495145631068,3.6359223300970873,118800.0,121718.0,2.4562289562289563,38.0
-118.44,34.25,4.8958,4.75,4.398305084745763,173700.0,175204.0,0.8658606793321819,33.0
-121.28,38.14,3.3987,5.700869565217391,2.488695652173913,99500.0,111516.0,12.076381909547738,37.0
-122.15,37.44,7.2543,6.676375404530744,2.504854368932039,500001.0,485533.74,-2.8934462131075755,52.0
-121.79,36.85,2.7321,5.043269230769231,3.389423076923077,150000.0,198344.0,32.22933333333333,28.0
-117.93,34.08,4.125,5.5875,3.559375,185800.0,173825.0,-6.4451022604951556,36.0
-121.43,38.46,4.0625,5.259541984732825,3.122137404580153,100300.0,113467.0,13.127617148554338,18.0
-122.07,37.94,2.892,5.701357466063349,3.1990950226244346,220800.0,118554.0,-46.307065217391305,30.0
-118.25,33.79,2.7143,3.55,4.515789473684211,138100.0,143896.0,4.1969587255611875,34.0
-119.29,34.29,3.5294,4.31096196868009,2.052572706935123,323900.0,303934.01,-6.16424513738808,33.0
-117.22,33.19,2.7019,4.957095709570957,3.2145214521452146,216900.0,145321.0,-33.000922083909636,16.0
-118.25,34.11,2.8667,4.106813996316759,3.0699815837937385,217800.0,196463.0,-9.796602387511479,43.0
-121.42,37.74,2.825,5.768656716417911,2.388059701492537,152500.0,122828.0,-19.457049180327868,38.0
-118.31,36.94,2.325,6.908355795148248,2.3207547169811322,80600.0,87297.0,8.308933002481389,35.0
-118.35,33.93,1.7344,4.4491525423728815,3.889830508474576,146900.0,138441.0,-5.758339006126617,35.0
-122.88,38.34,5.0574,5.818803418803419,2.805128205128205,276200.0,238415.0,-13.680304127443883,20.0
-118.85,34.27,3.3438,5.3428571428571425,3.7142857142857144,500001.0,190774.0,-61.845276309447385,50.0
-118.26,34.07,2.4038,3.6126543209876543,3.6589506172839505,181700.0,182066.0,0.20143093010456797,46.0
-121.31,38.61,6.6238,6.238993710691824,1.9874213836477987,326700.0,279559.06,-14.429427609427611,17.0
-120.61,37.03,1.7841,5.171348314606742,2.8623595505617976,67500.0,73993.0,9.619259259259259,34.0
-117.09,32.66,3.375,5.24223602484472,2.627329192546584,136300.0,160324.0,17.62582538517975,46.0
-117.97,33.74,4.2566,4.819444444444445,2.1777777777777776,139200.0,245411.02,76.30102011494252,16.0
-121.76,38.94,3.6111,7.297297297297297,3.1621621621621623,67500.0,128888.0,90.94518518518518,48.0
-118.32,33.75,11.6677,7.605633802816901,2.5774647887323945,500001.0,500001.0,0.0,37.0
-121.83,37.32,4.825,5.257009345794392,4.406542056074766,181000.0,194324.0,7.3613259668508295,26.0
-118.49,34.28,6.8695,6.567357512953368,2.7746113989637307,319400.0,384646.17,20.42773011897307,27.0
-120.99,37.65,2.1487,4.944444444444445,2.4444444444444446,86600.0,103311.0,19.29676674364896,44.0
-119.78,38.69,2.45,8.973684210526315,2.223684210526316,117600.0,137860.0,17.227891156462587,17.0
-121.81,37.26,4.0547,5.45,2.3629032258064515,236200.0,212065.0,-10.218035563082134,14.0
-122.04,37.53,3.9667,5.008988764044944,3.3685393258426966,218500.0,202903.0,-7.1382151029748275,25.0
-117.24,32.79,3.4306,4.826996197718631,1.832699619771863,275000.0,197548.02,-28.164356363636365,18.0
-122.03,37.98,1.3894,2.508298755186722,1.3008298755186722,156300.0,128279.0,-17.9277031349968,16.0
-122.41,37.8,3.6065,4.736964078794902,2.208574739281576,433300.0,390608.25,-9.852700207708285,52.0
-122.07,37.65,3.016,4.45945945945946,2.9472972972972973,161800.0,179772.0,11.10754017305315,31.0
-117.12,32.75,2.1394,4.134674922600619,2.7863777089783284,106700.0,130430.01,22.2399343955014,15.0
-122.53,37.87,7.9977,7.169960474308301,2.600790513833992,400000.0,397290.07,-0.6774824999999982,20.0
-114.57,33.64,3.1917,6.6415929203539825,2.2787610619469025,73400.0,143904.0,96.05449591280653,14.0
-117.65,34.12,6.5587,6.227642276422764,2.902439024390244,239000.0,307987.02,28.864861924686203,27.0
-118.05,33.98,2.0147,3.605128205128205,3.01025641025641,137500.0,159534.0,16.024727272727272,41.0
-117.35,33.17,2.478,3.838763575605681,2.3801169590643276,185600.0,185639.0,0.02101293103448276,16.0
-121.95,37.24,6.0957,5.50597609561753,2.808764940239044,405400.0,295035.01,-27.223727183029105,32.0
-121.81,37.29,6.2907,5.974924774322969,3.8495486459378134,253100.0,272076.0,7.497431845120506,15.0
-121.35,38.68,3.5403,5.378818737270875,2.5723014256619146,98600.0,127048.0,28.851926977687626,18.0
-117.96,34.08,2.2679,3.2409638554216866,3.7409638554216866,151800.0,153848.0,1.3491436100131753,39.0
-117.9,33.63,7.1148,6.829971181556196,2.397694524495677,500001.0,436624.53,-12.675268649462696,28.0
-122.14,37.85,7.3267,7.208037825059102,2.656422379826635,389900.0,392984.08,0.7909925621954389,27.0
-121.32,38.01,2.7045,4.949367088607595,2.1645569620253164,102800.0,135922.01,32.219854085603124,36.0
-117.7,33.63,5.2325,6.492668621700879,2.2360703812316713,286800.0,289263.08,0.8588145048814562,16.0
-119.72,36.75,3.9514,5.017804154302671,2.578635014836795,86900.0,114994.0,32.32911392405063,27.0
-122.45,37.77,3.35,4.783001808318264,2.305605786618445,492900.0,402315.26,-18.37791438425644,52.0
-116.91,32.83,4.105,6.035962877030163,2.917633410672854,174400.0,181652.0,4.158256880733945,16.0
-118.4,34.09,15.0001,10.37065637065637,3.3088803088803087,500001.0,498860.97,-0.22800554398891762,45.0
-118.19,33.94,3.3661,4.897905759162303,3.4424083769633507,160800.0,160938.0,0.08582089552238806,45.0
-118.38,33.81,6.015,6.794964028776978,2.884892086330935,488500.0,355810.07,-27.16272876151484,41.0
-121.21,37.8,2.7443,4.1117647058823525,2.7058823529411766,94200.0,109904.0,16.67091295116773,31.0
-118.05,33.86,5.4089,4.728026533996683,3.2918739635157546,265600.0,220262.0,-17.070030120481928,16.0
-121.24,38.7,5.7133,6.75625,3.3020833333333335,166800.0,205696.0,23.3189448441247,13.0
-122.64,38.23,3.3011,4.616702355460386,2.291220556745182,252300.0,231896.01,-8.087193816884659,52.0
-119.03,34.22,4.7831,5.303875968992248,3.441860465116279,214200.0,205880.0,-3.88422035480859,24.0
-117.41,33.96,3.0208,5.6409638554216865,3.0650602409638554,112700.0,114960.0,2.005323868677906,27.0
-117.76,33.53,8.4614,5.558620689655172,2.2586206896551726,391900.0,405467.19,3.4619009951518254,18.0
-117.76,33.79,8.2653,7.231265108783239,3.024979854955681,374000.0,397664.08,6.327294117647063,4.0
-122.18,37.45,4.0,4.1590189873417724,1.6835443037974684,394300.0,413435.26,4.852969819934063,37.0
-117.1,32.77,5.7768,6.275035260930888,2.2651622002820875,281600.0,370366.17,31.52207741477272,49.0
-117.9,33.88,4.675,5.3486590038314175,2.532567049808429,215400.0,215518.0,0.054781801299907146,34.0
-121.02,37.64,2.1036,5.059859154929577,3.6443661971830985,88300.0,82857.0,-6.164212910532276,42.0
-122.1,37.36,9.3586,7.129353233830845,2.4776119402985075,500001.0,498422.91,-0.3156173687652676,32.0
-119.71,34.42,3.1563,3.2925851703406814,2.5110220440881763,267000.0,232851.0,-12.789887640449438,31.0
-118.44,34.17,3.2763,4.482470784641069,1.8113522537562605,279400.0,270903.01,-3.0411560486757305,29.0
-118.09,33.7,5.883,4.907407407407407,2.3261316872427984,295100.0,339420.16,15.018691968824118,13.0
-118.39,34.06,8.0095,6.252577319587629,2.5927835051546393,500001.0,493263.87,-1.3474233051533906,52.0
-122.34,41.21,2.0375,7.12,2.2,57500.0,73377.69,27.613373913043482,26.0
-121.04,37.6,2.1875,5.4124293785310735,3.2768361581920904,82800.0,102967.0,24.356280193236714,27.0
-117.38,34.08,3.6875,5.486486486486487,2.9874517374517375,112600.0,121932.0,8.287744227353464,11.0
-121.46,37.73,5.1629,6.178787878787879,2.6121212121212123,222900.0,247356.0,10.971736204576043,20.0
-118.31,34.12,8.0073,7.266791044776119,2.371268656716418,500001.0,497296.92,-0.5408149183701665,39.0
-118.71,34.3,6.5483,7.588516746411483,3.3444976076555024,335000.0,267406.03,-20.177304477611933,20.0
-118.2,33.88,4.2083,5.164133738601824,3.6109422492401215,147300.0,166505.0,13.038017651052275,40.0
-118.11,33.94,5.0258,5.44935064935065,2.690909090909091,255400.0,234607.0,-8.141346906812842,32.0
-121.03,37.69,3.8065,5.436657681940701,2.650943396226415,146000.0,143865.0,-1.4623287671232876,5.0
-117.12,33.14,4.1641,6.404494382022472,3.838951310861423,163600.0,169369.0,3.5262836185819073,16.0
-118.16,33.9,2.7339,4.057239057239057,4.038720538720539,156700.0,150555.0,-3.921506062539885,28.0
-117.35,34.04,3.5139,5.569832402234637,3.2197392923649906,146800.0,117168.0,-20.185286103542236,14.0
-121.26,38.11,4.2448,6.512658227848101,2.9525316455696204,150900.0,155448.0,3.0139165009940356,4.0
-119.2,36.3,2.625,4.870307167235495,3.5017064846416384,57000.0,69217.0,21.433333333333334,19.0
-118.75,34.27,5.8096,8.16588785046729,3.80607476635514,264400.0,254677.0,-3.6773827534039336,20.0
-121.9,37.29,6.6331,6.228699551569507,2.7937219730941703,283300.0,376292.14,32.824617013766336,36.0
-121.79,38.66,5.3064,6.423584905660378,2.8867924528301887,165000.0,210505.0,27.57878787878788,15.0
-124.17,40.8,1.8529,4.8808777429467085,2.376175548589342,62500.0,72934.0,16.6944,52.0
-122.19,37.76,1.9479,4.267326732673268,3.2475247524752477,85800.0,95758.0,11.606060606060606,26.0
-117.96,33.75,2.7986,4.586837294332724,3.316270566727605,176100.0,182721.0,3.7597955706984667,14.0
-118.19,34.11,2.286,3.5962732919254656,3.2639751552795033,169300.0,173335.0,2.3833431777909038,38.0
-122.24,37.77,3.6417,4.587131367292225,2.3726541554959786,206300.0,212029.0,2.777023751817741,52.0
-118.25,33.9,3.3804,5.830097087378641,3.558252427184466,105800.0,152922.0,44.538752362948955,38.0
-117.35,33.96,8.2405,7.630573248407643,3.0286624203821657,235200.0,377362.12,60.44307823129251,25.0
-118.16,34.14,7.4817,6.813901345291479,2.181614349775785,500001.0,473589.6,-5.282269435461133,41.0
-118.29,33.84,3.5094,3.6559485530546625,3.04983922829582,162900.0,212862.0,30.67034990791897,11.0
-121.91,37.93,8.7059,7.419354838709677,3.23963133640553,329400.0,363788.15,10.439632665452345,13.0
-117.3,34.18,4.3676,6.392857142857143,3.104761904761905,111100.0,129816.0,16.846084608460846,28.0
-120.42,34.94,2.7188,5.511627906976744,2.5910852713178296,133700.0,144149.0,7.815258040388931,32.0
-119.78,36.3,2.1681,5.244318181818182,3.565340909090909,66600.0,60105.0,-9.752252252252253,30.0
-118.12,33.81,4.6875,5.663265306122449,2.4523809523809526,250700.0,245075.05,-2.243697646589554,36.0
-121.9,37.66,6.4994,6.634080717488789,2.8035874439461885,323000.0,343431.05,6.325402476780183,18.0
-122.24,37.82,4.9306,6.184426229508197,2.762295081967213,313400.0,276305.02,-11.83630504148053,52.0
-121.37,36.89,4.025,5.478935698447893,3.8869179600886916,293800.0,187020.0,-36.34445200816882,21.0
-122.32,37.56,2.8571,2.768041237113402,1.8298969072164948,250000.0,281425.09,12.570036000000009,44.0
-119.29,36.34,2.0227,4.270396270396271,3.878787878787879,53300.0,56187.0,5.416510318949343,10.0
-118.5,34.02,2.9934,3.349425287356322,1.5333333333333334,350000.0,391697.22,11.91349142857142,35.0
-117.17,32.78,2.3658,4.073093220338983,3.2860169491525424,164100.0,140966.0,-14.097501523461304,17.0
-118.23,34.11,3.133,4.31023102310231,4.118811881188119,156000.0,154884.0,-0.7153846153846154,33.0
-118.28,33.97,1.9219,3.871401151631478,3.9596928982725528,107000.0,112572.0,5.207476635514019,31.0
-118.15,33.92,4.3194,4.73404255319149,2.851063829787234,198400.0,193720.0,-2.3588709677419355,40.0
-122.18,37.47,13.367,8.709480122324159,2.6055045871559632,500001.0,500001.0,0.0,37.0
-117.99,33.66,3.0625,5.48695652173913,1.653913043478261,268800.0,205273.01,-23.63355282738095,14.0
-117.77,33.71,8.1111,7.94672131147541,3.80327868852459,379800.0,356493.01,-6.136648235913636,13.0
-121.91,37.26,5.4675,6.169934640522876,2.9248366013071894,261100.0,284913.0,9.120260436614323,32.0
-122.16,37.76,2.4598,5.358381502890174,2.770712909441233,155500.0,108561.0,-30.185852090032157,36.0
-115.59,32.85,4.875,6.483870967741935,3.475806451612903,90800.0,144566.0,59.2136563876652,20.0
-118.19,33.98,2.8214,3.7713178294573644,4.872093023255814,158000.0,137177.0,-13.179113924050634,40.0
-118.19,34.14,4.3359,5.070281124497992,3.040160642570281,209200.0,217977.0,4.1955066921606115,47.0
-117.23,34.12,2.3848,4.689075630252101,2.4831932773109244,81600.0,100283.0,22.895833333333336,6.0
-117.89,33.84,2.8021,4.794561933534744,3.501510574018127,195100.0,169974.0,-12.878523833931318,33.0
-122.28,37.82,1.2171,4.5625,3.5328947368421053,80300.0,105351.0,31.19676214196762,52.0
-118.1,34.02,3.0625,4.294117647058823,2.7436974789915967,189400.0,200513.0,5.867476240760296,37.0
-117.91,33.91,5.0096,5.936026936026936,3.01010101010101,221700.0,211770.0,-4.479025710419486,34.0
-122.33,37.55,6.1349,6.893416927899686,2.592476489028213,500001.0,387055.24,-22.58910682178636,33.0
